,in_deg,out_deg,in_wdeg,out_wdeg,deg,deg_ratio,is_sink,is_source,nbr_deg_mean,nbr_deg_max,dag_layer_norm,pagerank_dep,pagerank_use,hits_hub,hits_auth,coreness,betweenness_approx,harmonic_in,is_articulation,reach_dependencies,reach_dependents,community_size,within_comm_z,participation,n_neighbor_comms,neighbor_comm_entropy,cross_comm_frac,type_in_deg,type_in_wdeg,type_out_deg,type_out_wdeg,type_in_depth_min,type_in_depth_mean,body_in_deg,body_in_wdeg,body_out_deg,body_out_wdeg,body_in_depth_min,body_in_depth_mean,stmt_body_in_ratio,relation_entropy_in,mult_per_unique_in
mul_inv_cancel_right,3,0,3.0,0.0,3,4.0,1,0,30.333333333333332,40.0,0.25,0.00018982717173579754,0.00013336990030734743,-0.0,1.6054946966481603e-08,3,0.0,11.0,0,0,26,922,-0.508694764776473,0.4444444444444444,2,0.6365141682948128,0.3333333333333333,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,3.0,0.0,0.0,11.0,14.333333333333334,0.25,2.172326580816448e-08,1.0
mul_inv_eq_iff_eq_mul,1,24,1.0,382.0,25,0.08,0,0,229.6,1230.0,0.2,0.00018942032690733756,0.00021772727432264592,2.19621934040802e-05,6.529856260500517e-10,22,5.806010928961749e-06,3.666666666666667,0,50,7,922,0.14220055874996573,0.5056,3,0.8441124264544574,0.36,0.0,0.0,15.0,23.0,-1.0,-1.0,1.0,1.0,23.0,359.0,16.0,16.0,0.5,2.172326580816448e-08,1.0
mul_inv_eq_mul_inv_iff_mul_eq_mul,0,29,0.0,720.0,29,0.03333333333333333,0,1,210.17241379310346,1230.0,0.0,0.00018878370468572813,0.0004144152916912661,3.5965336929957755e-05,-0.0,24,0.0,0.0,0,77,0,922,0.3746631742951224,0.4280618311533888,3,0.7441295414112981,0.27586206896551724,0.0,0.0,17.0,48.0,-1.0,-1.0,0.0,0.0,29.0,672.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_inv_eq_of_eq_mul,0,28,0.0,282.0,28,0.034482758620689655,0,1,211.53571428571428,1230.0,0.0,0.00018878370468572813,0.0001753268276135811,1.7015955397264623e-05,-0.0,24,0.0,0.0,0,48,0,922,0.2816781280770597,0.471938775510204,3,0.7982042955798663,0.32142857142857145,0.0,0.0,14.0,22.0,-1.0,-1.0,0.0,0.0,28.0,260.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_inv_eq_one,1,27,1.0,216.0,28,0.07142857142857142,0,0,215.82142857142858,1230.0,0.1,0.0001892471657143651,0.00019689389116506504,1.779864150272815e-05,2.2079922704809922e-09,24,0.0,1.5,0,55,2,922,0.2816781280770597,0.4872448979591836,3,0.8487506669319027,0.32142857142857145,0.0,0.0,18.0,22.0,-1.0,-1.0,1.0,1.0,27.0,194.0,13.0,13.0,0.5,2.172326580816448e-08,1.0
mul_inv_mul_mul_cancel,0,28,0.0,749.0,28,0.034482758620689655,0,1,219.28571428571428,1230.0,0.0,0.00018878370468572813,0.00020232925718132139,5.0600415975508017e-05,-0.0,24,0.0,0.0,0,51,0,922,0.32817065118609107,0.4464285714285714,3,0.787287656630395,0.2857142857142857,0.0,0.0,14.0,35.0,-1.0,-1.0,0.0,0.0,28.0,714.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_inv_rev,24,0,26.0,0.0,24,25.0,1,0,33.291666666666664,69.0,0.45,0.00019616626429285172,0.00013336990030734743,-0.0,2.932512631854257e-07,23,0.0,60.66666666666668,0,0,153,922,0.3746631742951224,0.21875,2,0.37677016125643675,0.125,0.0,0.0,0.0,0.0,-1.0,-1.0,24.0,26.0,0.0,0.0,12.0,18.25,0.037037037037037035,2.172326580816448e-08,1.0833333333333333
mul_le_mul_of_nonneg_right,1,0,1.0,0.0,1,2.0,1,0,62.0,62.0,0.05,0.00018912619387132055,0.00013336990030734743,-0.0,5.040711090379825e-08,1,0.0,1.0,0,0,1,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,15.0,15.0,0.5,2.172326580816448e-08,1.0
mul_left_cancel_iff,1,0,1.0,0.0,1,2.0,1,0,25.0,25.0,0.15,0.00018977423557220004,0.00013336990030734743,-0.0,1.0020394685969686e-09,1,0.0,4.833333333333333,0,0,10,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,12.0,12.0,0.5,2.172326580816448e-08,1.0
mul_left_comm,18,15,28.0,338.0,33,1.1875,0,0,136.6060606060606,1230.0,0.25,0.00019753649378476568,0.00022139157321590308,2.815462730602068e-05,4.581878371441694e-08,25,2.1516393442622952e-05,21.7,0,15,28,922,0.5141407436222164,0.411386593204775,3,0.6810886444425596,0.2727272727272727,0.0,0.0,6.0,18.0,-1.0,-1.0,18.0,28.0,15.0,320.0,14.0,17.11111111111111,0.034482758620689655,2.172326580816448e-08,1.5555555555555556
mul_left_inj,1,0,1.0,0.0,1,2.0,1,0,25.0,25.0,0.1,0.00018953035322161917,0.00013336990030734743,-0.0,4.680653267160444e-10,1,0.0,1.5,0,0,2,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,13.0,13.0,0.5,2.172326580816448e-08,1.0
mul_left_inj._simp_2,2,0,2.0,0.0,2,3.0,1,0,29.5,30.0,0.05,0.00019039562110415427,0.00013336990030734743,-0.0,1.0314380562057469e-09,2,0.0,2.0,0,0,2,1649,-0.40640840249749405,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,29.0,29.0,0.3333333333333333,2.172326580816448e-08,1.0
mul_left_injective,1,0,1.0,0.0,1,2.0,1,0,29.0,29.0,0.05,0.00019022771314390155,0.00013336990030734743,-0.0,1.752513891136701e-10,1,0.0,1.0,0,0,1,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,14.0,14.0,0.5,2.172326580816448e-08,1.0
mul_left_iterate,2,15,2.0,43.0,17,0.1875,0,0,182.0,1230.0,0.05,0.00019058994594747176,0.00047180974701162195,4.297992673618483e-05,1.4012312873688935e-08,16,1.57103825136612e-05,2.0,0,45,2,719,-0.37879871472259885,0.657439446366782,3,1.0852280400722045,0.5882352941176471,0.0,0.0,13.0,20.0,-1.0,-1.0,2.0,2.0,15.0,23.0,17.0,17.5,0.3333333333333333,2.172326580816448e-08,1.0
mul_left_iterate._f,1,40,1.0,861.0,41,0.04878048780487805,0,0,169.29268292682926,1230.0,0.1,0.00019254710603958973,0.00038512459667262335,0.0010201700609963928,1.8322504799458941e-09,24,1.4344262295081968e-05,2.0,0,43,3,1649,-0.031174664693256835,0.6555621653777514,3,1.082210688735095,0.6829268292682927,0.0,0.0,14.0,40.0,-1.0,-1.0,1.0,1.0,40.0,821.0,8.0,8.0,0.5,2.172326580816448e-08,1.0
mul_left_iterate_apply,0,21,0.0,165.0,21,0.045454545454545456,0,1,233.1904761904762,1230.0,0.0,0.00018878370468572813,0.0003524632859888242,0.00014021831600969408,-0.0,18,0.0,0.0,0,47,0,1649,-0.16762329662207037,0.6485260770975056,3,1.0710185424099148,0.5714285714285714,0.0,0.0,13.0,20.0,-1.0,-1.0,0.0,0.0,21.0,145.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_left_iterate_apply_one,0,25,0.0,192.0,25,0.038461538461538464,0,1,223.88,1230.0,0.0,0.00018878370468572813,0.00035740267230681866,0.00018847483337533892,-0.0,20,0.0,0.0,0,48,0,1649,-0.16762329662207037,0.6656,3,1.097032390352067,0.64,0.0,0.0,16.0,20.0,-1.0,-1.0,0.0,0.0,25.0,172.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_left_surjective,0,17,0.0,32.0,17,0.05555555555555555,0,1,199.0,1230.0,0.0,0.00018878370468572813,0.00015165342474118961,1.567338178245071e-06,-0.0,15,0.0,0.0,0,46,0,922,0.0027229894228717176,0.3806228373702423,3,0.6779087256441981,0.23529411764705882,0.0,0.0,9.0,9.0,-1.0,-1.0,0.0,0.0,16.0,23.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_mul_div_cancel,0,21,0.0,339.0,21,0.045454545454545456,0,1,234.0952380952381,1230.0,0.0,0.00018878370468572813,0.0002559785941436189,1.711322155555027e-05,-0.0,21,0.0,0.0,0,62,0,922,0.14220055874996573,0.38095238095238104,3,0.6680178186607534,0.23809523809523808,0.0,0.0,13.0,31.0,-1.0,-1.0,0.0,0.0,21.0,308.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_mul_inv_cancel'_right,0,27,0.0,200.0,27,0.03571428571428571,0,1,213.8148148148148,1230.0,0.0,0.00018878370468572813,0.0002467699494950003,9.823310057494745e-06,-0.0,23,0.0,0.0,0,59,0,922,0.3746631742951224,0.35939643347050754,3,0.6298309121390555,0.2222222222222222,0.0,0.0,16.0,24.0,-1.0,-1.0,0.0,0.0,27.0,176.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_mul_inv_mul_cancel,0,28,0.0,749.0,28,0.034482758620689655,0,1,219.32142857142858,1230.0,0.0,0.00018878370468572813,0.00019854242316166582,5.060041097986398e-05,-0.0,24,0.0,0.0,0,51,0,922,0.32817065118609107,0.4464285714285714,3,0.787287656630395,0.2857142857142857,0.0,0.0,14.0,35.0,-1.0,-1.0,0.0,0.0,28.0,714.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_mul_mul_comm,1,16,1.0,468.0,17,0.11764705882352941,0,0,227.8235294117647,1230.0,0.2,0.00018884455751400113,0.0002475205419992167,3.771363317535877e-05,1.2005391937768952e-07,15,6.830601092896175e-06,2.4166666666666665,0,21,5,1649,-0.23584761258647716,0.546712802768166,3,0.868719682914265,0.5882352941176471,0.0,0.0,6.0,26.0,-1.0,-1.0,1.0,1.0,16.0,442.0,24.0,24.0,0.5,2.172326580816448e-08,1.0
mul_mul_mul_comm',0,7,0.0,28.0,7,0.125,0,1,271.85714285714283,1230.0,0.0,0.00018878370468572813,0.001270539743981109,2.155434738706933e-06,-0.0,7,0.0,0.0,0,41,0,922,-0.32272467234034763,0.24489795918367352,2,0.410116318288409,0.14285714285714285,0.0,0.0,6.0,26.0,-1.0,-1.0,0.0,0.0,2.0,2.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_ne_left,0,15,0.0,37.0,15,0.0625,0,1,234.73333333333332,1230.0,0.0,0.00018878370468572813,0.0002172856336808806,5.047168449432033e-06,-0.0,13,0.0,0.0,0,23,0,922,-0.18324710301325361,0.56,3,0.9502705392332347,0.4,0.0,0.0,12.0,18.0,-1.0,-1.0,0.0,0.0,13.0,19.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_ne_right,0,15,0.0,37.0,15,0.0625,0,1,234.66666666666666,1230.0,0.0,0.00018878370468572813,0.00022998306445539722,5.0471683603425835e-06,-0.0,13,0.0,0.0,0,23,0,922,-0.18324710301325361,0.56,3,0.9502705392332347,0.4,0.0,0.0,12.0,18.0,-1.0,-1.0,0.0,0.0,13.0,19.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_ne_zero,3,0,3.0,0.0,3,4.0,1,0,40.666666666666664,65.0,0.25,0.00019400320142162197,0.00013336990030734743,-0.0,6.783104124018655e-07,3,0.0,7.866666666666665,0,0,18,22,-0.7814038010603268,0.6666666666666667,3,1.0986122886681096,0.6666666666666666,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,3.0,0.0,0.0,17.0,24.0,0.25,2.172326580816448e-08,1.0
mul_ne_zero_iff,1,0,4.0,0.0,1,2.0,1,0,65.0,65.0,0.05,0.00018892564397185365,0.00013336990030734743,-0.0,2.3018839252564498e-06,1,0.0,1.0,0,0,1,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,4.0,0.0,0.0,41.0,41.0,0.2,2.172326580816448e-08,4.0
mul_nonneg,2,0,2.0,0.0,2,3.0,1,0,201.0,220.0,0.05,0.00018879276546130997,0.00013336990030734743,-0.0,8.42321456188475e-06,2,0.0,2.0,0,0,2,922,-0.508694764776473,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,15.0,15.5,0.3333333333333333,2.172326580816448e-08,1.0
mul_nonpos_of_nonneg_of_nonpos,2,0,2.0,0.0,2,3.0,1,0,56.0,62.0,0.1,0.00018938943517469715,0.00013336990030734743,-0.0,1.1317399102244158e-07,2,0.0,2.0,0,0,2,922,-0.508694764776473,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,14.0,14.0,0.3333333333333333,2.172326580816448e-08,1.0
mul_nsmul,3,0,6.0,0.0,3,4.0,1,0,43.666666666666664,53.0,0.15,0.00018922565322944035,0.00013336990030734743,-0.0,2.3736945622178143e-06,3,0.0,5.333333333333333,0,0,8,719,-0.5739242885050523,0.4444444444444444,2,0.6365141682948128,0.3333333333333333,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,6.0,0.0,0.0,21.0,22.333333333333332,0.14285714285714285,2.172326580816448e-08,2.0
mul_one,26,0,34.0,0.0,26,27.0,1,0,43.11538461538461,182.0,0.15,0.00020845603711731298,0.00013336990030734743,-0.0,2.7614289297756927e-05,19,0.0,38.66666666666667,0,0,55,922,0.14220055874996573,0.5473372781065089,3,0.9328735118608089,0.38461538461538464,0.0,0.0,0.0,0.0,-1.0,-1.0,26.0,34.0,0.0,0.0,5.0,16.884615384615383,0.02857142857142857,2.172326580816448e-08,1.3076923076923077
mul_one_div,0,22,0.0,350.0,22,0.043478260869565216,0,1,256.54545454545456,1230.0,0.0,0.00018878370468572813,0.00017311244770954685,3.791711070398928e-05,-0.0,20,0.0,0.0,0,22,0,922,0.14220055874996573,0.4297520661157025,3,0.7595473914748635,0.2727272727272727,0.0,0.0,14.0,20.0,-1.0,-1.0,0.0,0.0,22.0,330.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_one_eq_id,0,12,0.0,23.0,12,0.07692307692307693,0,1,281.9166666666667,1230.0,0.0,0.00018878370468572813,0.00015747917592917572,4.699017693274837e-06,-0.0,11,0.0,0.0,0,12,0,922,-0.2762321492313163,0.5416666666666666,3,0.887694275799104,0.4166666666666667,0.0,0.0,10.0,11.0,-1.0,-1.0,0.0,0.0,11.0,12.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_pos,1,0,1.0,0.0,1,2.0,1,0,175.0,175.0,0.05,0.00018878760162329003,0.00013336990030734743,-0.0,4.519469335991402e-06,1,0.0,1.0,0,0,1,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,16.0,16.0,0.5,2.172326580816448e-08,1.0
mul_pow,2,15,3.0,75.0,17,0.1875,0,0,181.0,1230.0,0.1,0.0001891313693349831,0.0006629658282093894,9.147177168023677e-05,3.7348600286303615e-07,14,2.2882513661202188e-05,2.5,0,51,3,719,-0.3397735999661081,0.5951557093425606,3,0.9718487712358767,0.5294117647058824,0.0,0.0,13.0,36.0,-1.0,-1.0,2.0,3.0,15.0,39.0,19.0,19.5,0.25,2.172326580816448e-08,1.5
mul_pow._f,1,35,1.0,2664.0,36,0.05555555555555555,0,0,178.94444444444446,1230.0,0.15,0.0001909247928124791,0.0005789810266673622,0.002816158989025045,3.899476111054166e-09,24,1.912568306010929e-05,2.3333333333333335,0,49,4,719,0.011452432842308121,0.6280864197530864,3,1.0389390026283636,0.5277777777777778,0.0,0.0,14.0,72.0,-1.0,-1.0,1.0,1.0,35.0,2592.0,10.0,10.0,0.5,2.172326580816448e-08,1.0
mul_pow_mul,1,0,2.0,0.0,1,2.0,1,0,43.0,43.0,0.05,0.00018891885218898046,0.00013336990030734743,-0.0,1.9059194136882648e-07,1,0.0,1.0,0,0,1,719,-0.612949403261543,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,2.0,0.0,0.0,18.0,18.0,0.3333333333333333,2.172326580816448e-08,2.0
mul_pow_sub_one,0,32,0.0,436.0,32,0.030303030303030304,0,1,221.71875,1230.0,0.0,0.00018878370468572813,0.00018427766061747107,0.001027844659576004,-0.0,24,0.0,0.0,0,32,0,719,0.08950266235528952,0.560546875,3,0.9461401996818654,0.40625,0.0,0.0,18.0,35.0,-1.0,-1.0,0.0,0.0,32.0,401.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_right_cancel_iff,1,0,1.0,0.0,1,2.0,1,0,24.0,24.0,0.15,0.00018977255626093865,0.00013336990030734743,-0.0,1.0023969605853486e-09,1,0.0,4.0,0,0,8,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,12.0,12.0,0.5,2.172326580816448e-08,1.0
mul_right_comm,0,14,0.0,321.0,14,0.06666666666666667,0,1,265.7142857142857,1230.0,0.0,0.00018878370468572813,0.00021756075766901382,2.6803861219759367e-05,-0.0,12,0.0,0.0,0,14,0,922,-0.18324710301325361,0.4999999999999999,3,0.8304717124362917,0.35714285714285715,0.0,0.0,6.0,18.0,-1.0,-1.0,0.0,0.0,14.0,303.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_right_inj._simp_2,2,0,2.0,0.0,2,3.0,1,0,29.5,30.0,0.05,0.00019039562110415427,0.00013336990030734743,-0.0,1.0314380562057469e-09,2,0.0,2.0,0,0,2,1649,-0.40640840249749405,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,28.0,29.0,0.3333333333333333,2.172326580816448e-08,1.0
mul_right_injective,1,0,1.0,0.0,1,2.0,1,0,30.0,30.0,0.15,0.00019021725275194807,0.00013336990030734743,-0.0,1.719338156082361e-10,1,0.0,1.8333333333333333,0,0,3,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,15.0,15.0,0.5,2.172326580816448e-08,1.0
mul_right_iterate,2,15,2.0,43.0,17,0.1875,0,0,181.94117647058823,1230.0,0.05,0.00019058994594747176,0.0004600825681626442,4.297992673618483e-05,1.4012670365676098e-08,16,0.0,2.0,0,45,2,719,-0.37879871472259885,0.657439446366782,3,1.0852280400722045,0.5882352941176471,0.0,0.0,13.0,20.0,-1.0,-1.0,2.0,2.0,15.0,23.0,17.0,17.5,0.3333333333333333,2.172326580816448e-08,1.0
mul_right_iterate._f,1,39,1.0,666.0,40,0.05,0,0,172.775,1230.0,0.1,0.00019254710603958973,0.00037117691931309405,0.0007963011186402528,1.8322504799458952e-09,24,0.0,2.0,0,43,3,1649,-0.031174664693256835,0.65125,3,1.0755089684665335,0.675,0.0,0.0,14.0,40.0,-1.0,-1.0,1.0,1.0,39.0,626.0,8.0,8.0,0.5,2.172326580816448e-08,1.0
mul_right_iterate_apply,0,21,0.0,165.0,21,0.045454545454545456,0,1,233.1904761904762,1230.0,0.0,0.00018878370468572813,0.0003473762532630885,0.00014021831600970384,-0.0,18,0.0,0.0,0,47,0,1649,-0.16762329662207037,0.6485260770975056,3,1.0710185424099148,0.5714285714285714,0.0,0.0,13.0,20.0,-1.0,-1.0,0.0,0.0,21.0,145.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_right_iterate_apply_one,0,25,0.0,192.0,25,0.038461538461538464,0,1,223.64,1230.0,0.0,0.00018878370468572813,0.0003501701577680892,0.00018848321922627285,-0.0,20,0.0,0.0,0,48,0,1649,-0.16762329662207037,0.6656,3,1.097032390352067,0.64,0.0,0.0,16.0,20.0,-1.0,-1.0,0.0,0.0,25.0,172.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_right_surjective,0,17,0.0,32.0,17,0.05555555555555555,0,1,198.76470588235293,1230.0,0.0,0.00018878370468572813,0.00016585405231489786,1.567343137511154e-06,-0.0,15,0.0,0.0,0,46,0,922,0.0027229894228717176,0.3806228373702423,3,0.6779087256441981,0.23529411764705882,0.0,0.0,9.0,9.0,-1.0,-1.0,0.0,0.0,16.0,23.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_rotate,0,14,0.0,213.0,14,0.06666666666666667,0,1,271.57142857142856,1230.0,0.0,0.00018878370468572813,0.00017905667185215345,1.689712710036922e-05,-0.0,13,0.0,0.0,0,21,0,1649,-0.23584761258647716,0.5,2,0.6931471805599453,0.5,0.0,0.0,6.0,18.0,-1.0,-1.0,0.0,0.0,14.0,195.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_rotate',0,13,0.0,149.0,13,0.07142857142857142,0,1,279.2307692307692,1230.0,0.0,0.00018878370468572813,0.0001700048439185998,1.189086228873207e-05,-0.0,12,0.0,0.0,0,20,0,1649,-0.26995977056868053,0.4970414201183432,2,0.6901856760188042,0.5384615384615384,0.0,0.0,6.0,18.0,-1.0,-1.0,0.0,0.0,13.0,131.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_self_zpow,0,26,0.0,618.0,26,0.037037037037037035,0,1,228.96153846153845,1230.0,0.0,0.00018878370468572813,0.0003081513715422441,0.00024162582908357017,-0.0,23,0.0,0.0,0,112,0,719,-0.06659779667067327,0.5710059171597635,3,0.9585849416984087,0.4230769230769231,0.0,0.0,19.0,34.0,-1.0,-1.0,0.0,0.0,26.0,584.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_zpow,1,48,1.0,3473.0,49,0.04081632653061224,0,0,170.24489795918367,1230.0,0.05,0.0001890490771010547,0.000973054674188042,0.004108165922514792,6.002263217931003e-09,25,2.2597477299806894e-05,1.0,0,97,1,719,0.20657800662476158,0.6364014993752602,3,1.0511384256049312,0.5510204081632653,0.0,0.0,15.0,43.0,-1.0,-1.0,1.0,1.0,48.0,3430.0,19.0,19.0,0.5,2.172326580816448e-08,1.0
mul_zpow_mul,0,43,0.0,2372.0,43,0.022727272727272728,0,1,168.51162790697674,1230.0,0.0,0.00018878370468572813,0.0008095251677352438,0.0022354006087588634,-0.0,25,0.0,0.0,1,81,0,719,0.1675528918682709,0.6208761492698756,3,1.0282395077809068,0.5116279069767442,0.0,0.0,14.0,45.0,-1.0,-1.0,0.0,0.0,43.0,2327.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_zpow_neg_one,0,32,0.0,660.0,32,0.030303030303030304,0,1,193.375,1230.0,0.0,0.00018878370468572813,0.0003883930548961446,0.00020331764551736784,-0.0,25,0.0,0.0,0,78,0,719,-0.18367314094014536,0.646484375,3,1.0662173875546272,0.625,0.0,0.0,18.0,55.0,-1.0,-1.0,0.0,0.0,32.0,605.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_zpow_self,0,21,0.0,69.0,21,0.045454545454545456,0,1,213.38095238095238,1230.0,0.0,0.00018878370468572813,0.0002777725914143616,3.1590113569649366e-05,-0.0,21,0.0,0.0,0,92,0,719,-0.18367314094014536,0.5532879818594105,3,0.9099250471537522,0.42857142857142855,0.0,0.0,19.0,34.0,-1.0,-1.0,0.0,0.0,20.0,35.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_zsmul,1,17,1.0,373.0,18,0.1111111111111111,0,0,221.61111111111111,1230.0,0.05,0.0001891775251743209,0.0005467010361307479,0.000156297600177781,6.734329885339861e-09,16,0.0,1.0,0,105,1,719,-0.18367314094014536,0.49382716049382713,3,0.8486855577264172,0.3333333333333333,0.0,0.0,11.0,32.0,-1.0,-1.0,1.0,1.0,17.0,341.0,15.0,15.0,0.5,2.172326580816448e-08,1.0
mul_zsmul',3,50,3.0,8410.0,53,0.0784313725490196,0,0,136.73584905660377,1230.0,0.1,0.00018976842767274337,0.0011959800542432418,0.012824914421517914,6.500748899471737e-08,24,4.713114754098361e-05,3.5,0,103,4,719,1.1041556460240476,0.2648629405482378,3,0.5092227962662236,0.1509433962264151,0.0,0.0,11.0,32.0,-1.0,-1.0,3.0,3.0,50.0,8378.0,15.0,17.0,0.25,2.172326580816448e-08,1.0
multiplicative_of_isTotal,0,12,0.0,26.0,12,0.07692307692307693,0,1,259.25,1230.0,0.0,0.00018878370468572813,0.0005141990943820376,3.5765825473198003e-06,-0.0,12,0.0,0.0,0,38,0,922,-0.2762321492313163,0.5416666666666666,3,0.887694275799104,0.4166666666666667,0.0,0.0,11.0,25.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
multiplicative_of_symm_of_total,3,26,3.0,1051.0,29,0.14814814814814814,0,0,187.48275862068965,1230.0,0.1,0.00020163622259002464,0.00029750701925464207,0.00012003224602037423,1.525403638422176e-09,18,1.7804073024090282e-05,3.5,0,26,4,719,-0.37879871472259885,0.6325802615933412,3,1.0499266578678705,0.7586206896551724,0.0,0.0,12.0,26.0,-1.0,-1.0,3.0,3.0,26.0,1025.0,0.0,10.666666666666666,0.25,2.172326580816448e-08,1.0
multiplicative_of_symmetric_of_isTotal,0,13,0.0,27.0,13,0.07142857142857142,0,1,241.6153846153846,1230.0,0.0,0.00018878370468572813,0.0002253442480728176,3.576583371468703e-06,-0.0,12,0.0,0.0,0,27,0,922,-0.2762321492313163,0.591715976331361,3,0.9839614460010255,0.46153846153846156,0.0,0.0,12.0,26.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
multiplicative_of_symmetric_of_total,0,13,0.0,27.0,13,0.07142857142857142,0,1,241.6153846153846,1230.0,0.0,0.00018878370468572813,0.0002253442480728176,3.576583371468703e-06,-0.0,12,0.0,0.0,0,27,0,922,-0.2762321492313163,0.591715976331361,3,0.9839614460010255,0.46153846153846156,0.0,0.0,12.0,26.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
multiplicative_of_total,1,23,1.0,169.0,24,0.08333333333333333,0,0,177.25,1230.0,0.05,0.00019494851002639158,0.00044165182053168073,2.8628915095804757e-05,1.5247106234306183e-10,15,1.7759562841530057e-05,1.0,0,37,1,719,-0.37879871472259885,0.6631944444444444,3,1.0933903064791184,0.7083333333333334,0.0,0.0,11.0,25.0,-1.0,-1.0,1.0,1.0,23.0,144.0,0.0,0.0,0.5,2.172326580816448e-08,1.0
natAbs_nsmul_eq_zero,1,43,1.0,805.0,44,0.045454545454545456,0,0,168.54545454545453,1230.0,0.05,0.00019117601720598562,0.00028831180790075484,0.0008643872421987954,1.592497322095502e-09,24,0.0,1.0,0,78,1,719,0.5968291541896685,0.39669421487603307,2,0.5859526183035508,0.2727272727272727,0.0,0.0,20.0,33.0,-1.0,-1.0,1.0,1.0,43.0,772.0,9.0,9.0,0.5,2.172326580816448e-08,1.0
natAbs_nsmul_eq_zero._simp_1,0,21,0.0,67.0,21,0.045454545454545456,0,1,167.9047619047619,1230.0,0.0,0.00018878370468572813,0.00040239175783222654,3.7355928668257315e-05,-0.0,20,0.0,0.0,0,79,0,719,0.08950266235528952,0.17233560090702937,2,0.31449220128141064,0.09523809523809523,0.0,0.0,19.0,33.0,-1.0,-1.0,0.0,0.0,21.0,34.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
