,in_deg,out_deg,in_wdeg,out_wdeg,deg,deg_ratio,is_sink,is_source,nbr_deg_mean,nbr_deg_max,dag_layer_norm,pagerank_dep,pagerank_use,hits_hub,hits_auth,coreness,betweenness_approx,harmonic_in,is_articulation,reach_dependencies,reach_dependents,community_size,within_comm_z,participation,n_neighbor_comms,neighbor_comm_entropy,cross_comm_frac,type_in_deg,type_in_wdeg,type_out_deg,type_out_wdeg,type_in_depth_min,type_in_depth_mean,body_in_deg,body_in_wdeg,body_out_deg,body_out_wdeg,body_in_depth_min,body_in_depth_mean,stmt_body_in_ratio,relation_entropy_in,mult_per_unique_in
left_eq_sup._simp_1,0,10,0.0,19.0,10,0.09090909090909091,0,1,325.1,1230.0,0.0,0.00018878370468572813,0.00021008528913095956,5.150986092006757e-07,-0.0,10,0.0,0.0,0,46,0,1649,-0.133511138639867,0.0,1,-0.0,0.0,0.0,0.0,8.0,9.0,-1.0,-1.0,0.0,0.0,10.0,10.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
left_inv_eq_right_inv,1,0,1.0,0.0,1,2.0,1,0,18.0,18.0,0.05,0.00019071484852738174,0.00013336990030734743,-0.0,5.59067229751785e-10,1,0.0,1.0,0,0,1,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,14.0,14.0,0.5,2.172326580816448e-08,1.0
left_lt_sup,3,18,3.0,43.0,21,0.21052631578947367,0,0,188.47619047619048,1230.0,0.05,0.0001990720773077033,0.00027759973838710884,3.2477337268542956e-07,4.598319143250875e-11,15,0.0,3.0,0,52,3,1649,0.24172259916437025,0.0,1,-0.0,0.0,0.0,0.0,11.0,13.0,-1.0,-1.0,3.0,3.0,17.0,30.0,9.0,11.666666666666666,0.25,2.172326580816448e-08,1.0
left_lt_sup._simp_1,0,13,0.0,27.0,13,0.07142857142857142,0,1,281.53846153846155,1230.0,0.0,0.00018878370468572813,0.0002137836556808519,2.9091513096472545e-07,-0.0,13,0.0,0.0,0,53,0,1649,-0.031174664693256835,0.0,1,-0.0,0.0,0.0,0.0,11.0,13.0,-1.0,-1.0,0.0,0.0,12.0,14.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
left_ne_add,0,15,0.0,37.0,15,0.0625,0,1,243.86666666666667,1230.0,0.0,0.00018878370468572813,0.0002584164574926912,4.689821311833812e-06,-0.0,13,0.0,0.0,0,26,0,719,-0.18367314094014536,0.31999999999999984,2,0.5004024235381879,0.2,0.0,0.0,12.0,18.0,-1.0,-1.0,0.0,0.0,13.0,19.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
left_ne_mul,0,15,0.0,37.0,15,0.0625,0,1,234.2,1230.0,0.0,0.00018878370468572813,0.0002581327993433854,5.047168308403606e-06,-0.0,13,0.0,0.0,0,26,0,922,-0.18324710301325361,0.56,3,0.9502705392332347,0.4,0.0,0.0,12.0,18.0,-1.0,-1.0,0.0,0.0,13.0,19.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
left_neg_eq_right_neg,1,0,1.0,0.0,1,2.0,1,0,18.0,18.0,0.05,0.00019071484852738174,0.00013336990030734743,-0.0,5.410446681907349e-10,1,0.0,1.0,0,0,1,719,-0.612949403261543,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,14.0,14.0,0.5,2.172326580816448e-08,1.0
left_or_right_lt_sup,0,18,0.0,79.0,18,0.05263157894736842,0,1,138.16666666666666,382.0,0.0,0.00018878370468572813,0.0004321746994970136,4.265911678860537e-07,-0.0,15,0.0,0.0,0,62,0,1649,0.1393861252177601,0.0,1,-0.0,0.0,0.0,0.0,9.0,15.0,-1.0,-1.0,0.0,0.0,17.0,64.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
liftM,3,0,6.0,0.0,3,4.0,1,0,95.0,109.0,0.05,0.00018936808879631208,0.00013336990030734743,-0.0,4.2415891659704215e-08,3,0.0,3.0,0,0,3,170,-0.2634741783043325,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,6.0,0.0,0.0,27.0,27.0,0.14285714285714285,2.172326580816448e-08,2.0
limUnder_of_not_tendsto,0,35,0.0,1172.0,35,0.027777777777777776,0,1,149.94285714285715,1230.0,0.0,0.00018878370468572813,0.0009623117167829311,5.266094111200254e-06,-0.0,14,0.0,0.0,0,35,0,1649,0.6510684949508109,0.10775510204081629,2,0.21903252178902116,0.05714285714285714,0.0,0.0,10.0,10.0,-1.0,-1.0,0.0,0.0,35.0,1162.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
lt_div_iff₀,1,0,1.0,0.0,1,2.0,1,0,220.0,220.0,0.05,0.0001887888775037381,0.00013336990030734743,-0.0,3.892203775375965e-06,1,0.0,1.0,0,0,1,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,22.0,22.0,0.5,2.172326580816448e-08,1.0
lt_inf_iff,1,21,1.0,143.0,22,0.09090909090909091,0,0,114.13636363636364,382.0,0.05,0.00019192654662410558,0.0005480156487895949,6.103372470199249e-07,1.5911178046058426e-11,15,0.0,1.0,1,79,1,1649,0.27583475714657363,0.0,1,-0.0,0.0,0.0,0.0,12.0,25.0,-1.0,-1.0,1.0,1.0,20.0,118.0,11.0,11.0,0.5,2.172326580816448e-08,1.0
lt_inf_iff._simp_1,0,14,0.0,51.0,14,0.06666666666666667,0,1,227.78571428571428,1230.0,0.0,0.00018878370468572813,0.0006061157428891915,3.732356870367846e-07,-0.0,14,0.0,0.0,0,80,0,1649,0.0029374932889465514,0.0,1,-0.0,0.0,0.0,0.0,12.0,25.0,-1.0,-1.0,0.0,0.0,13.0,26.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
lt_min,1,0,2.0,0.0,1,2.0,1,0,65.0,65.0,0.05,0.0001896619783233021,0.00013336990030734743,-0.0,7.769239332348634e-08,1,0.0,1.0,0,0,1,922,-0.5551872878855043,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,2.0,0.0,0.0,17.0,17.0,0.3333333333333333,2.172326580816448e-08,2.0
lt_neg,1,0,1.0,0.0,1,2.0,1,0,123.0,123.0,0.05,0.00018883211451322957,0.00013336990030734743,-0.0,1.7246064875053937e-07,1,0.0,1.0,0,0,1,719,-0.612949403261543,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,23.0,23.0,0.5,2.172326580816448e-08,1.0
lt_of_not_ge,6,0,8.0,0.0,6,7.0,1,0,136.83333333333334,220.0,0.1,0.0001891405442633202,0.00013336990030734743,-0.0,1.3436199388406002e-05,6,0.0,8.0,0,0,10,922,-0.32272467234034763,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,6.0,8.0,0.0,0.0,9.0,13.666666666666666,0.1111111111111111,2.172326580816448e-08,1.3333333333333333
lt_or_ge,1,0,1.0,0.0,1,2.0,1,0,158.0,158.0,0.15,0.00018878651180103287,0.00013336990030734743,-0.0,6.688426828277883e-06,1,0.0,1.8333333333333333,0,0,3,142,-0.2822942929705605,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,18.0,18.0,0.5,2.172326580816448e-08,1.0
lt_or_lt_iff_ne,1,0,1.0,0.0,1,2.0,1,0,13.0,13.0,0.15,0.00019326675780705947,0.00013336990030734743,-0.0,1.7887602605162135e-11,1,0.0,2.6666666666666665,0,0,5,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,10.0,10.0,0.5,2.172326580816448e-08,1.0
lt_self_iff_false._simp_1,2,0,4.0,0.0,2,3.0,1,0,66.0,79.0,0.2,0.00018944661816372587,0.00013336990030734743,-0.0,4.605375623916711e-07,2,0.0,5.5,0,0,12,922,-0.5551872878855043,0.5,2,0.6931471805599453,0.5,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,4.0,0.0,0.0,22.0,24.0,0.2,2.172326580816448e-08,2.0
lt_sup_iff,1,13,1.0,27.0,14,0.14285714285714285,0,0,148.35714285714286,382.0,0.05,0.00019192654662410558,0.0011661457300626817,1.1364585951148711e-07,1.6190846531435528e-11,14,0.0,1.0,0,89,1,1649,0.0029374932889465514,0.0,1,-0.0,0.0,0.0,0.0,12.0,25.0,-1.0,-1.0,1.0,1.0,2.0,2.0,11.0,11.0,0.5,2.172326580816448e-08,1.0
lt_sup_iff._simp_1,0,14,0.0,51.0,14,0.06666666666666667,0,1,225.78571428571428,1230.0,0.0,0.00018878370468572813,0.0011413237106756898,3.7979599696412406e-07,-0.0,14,0.0,0.0,0,91,0,1649,0.0029374932889465514,0.0,1,-0.0,0.0,0.0,0.0,12.0,25.0,-1.0,-1.0,0.0,0.0,13.0,26.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
lt_sup_of_lt_left,0,9,0.0,22.0,9,0.1,0,1,156.11111111111111,382.0,0.0,0.00018878370468572813,0.00014687930598601651,1.1912820333221671e-07,-0.0,9,0.0,0.0,0,16,0,1649,-0.20173545460427375,0.19753086419753085,2,0.34883209584303193,0.1111111111111111,0.0,0.0,7.0,11.0,-1.0,-1.0,0.0,0.0,9.0,11.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
lt_sup_of_lt_right,0,9,0.0,22.0,9,0.1,0,1,155.88888888888889,382.0,0.0,0.00018878370468572813,0.0001473670497926603,1.1912820636132498e-07,-0.0,9,0.0,0.0,0,16,0,1649,-0.20173545460427375,0.19753086419753085,2,0.34883209584303193,0.1111111111111111,0.0,0.0,7.0,11.0,-1.0,-1.0,0.0,0.0,9.0,11.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
lt_trans,2,0,2.0,0.0,2,3.0,1,0,26.5,33.0,0.35,0.0001914682318733808,0.00013336990030734743,-0.0,1.9521225656720822e-08,2,0.0,10.876190476190477,0,0,28,922,-0.508694764776473,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,13.0,15.5,0.3333333333333333,2.172326580816448e-08,1.0
lt_trichotomy,2,0,6.0,0.0,2,3.0,1,0,98.5,123.0,0.15,0.00018914804157898593,0.00013336990030734743,-0.0,1.0075832165971576e-06,2,0.0,4.166666666666666,0,0,7,719,-0.612949403261543,0.5,2,0.6931471805599453,0.5,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,6.0,0.0,0.0,7.0,9.0,0.14285714285714285,2.172326580816448e-08,3.0
maxDefault,1,0,4.0,0.0,1,2.0,1,0,25.0,25.0,0.15,0.00019274260164688114,0.00013336990030734743,-0.0,5.490354802419801e-10,1,0.0,1.8333333333333333,0,0,3,1649,-0.44052056047969745,0.0,1,-0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,1.0,3.0,0.0,0.0,9.0,9.0,0.5,0.5623351446188083,2.0
max_def,2,0,12.0,0.0,2,3.0,1,0,65.5,66.0,0.15,0.0001893924788969588,0.00013336990030734743,-0.0,9.333453217427652e-09,2,0.0,3.666666666666667,0,0,6,1649,-0.40640840249749405,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,12.0,0.0,0.0,33.0,33.0,0.07692307692307693,2.172326580816448e-08,6.0
max_le,1,0,1.0,0.0,1,2.0,1,0,40.0,40.0,0.8,0.0002421205239382335,0.00013336990030734743,-0.0,8.976172636758526e-14,1,0.0,53.76666666666679,0,0,190,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,16.0,16.0,0.5,2.172326580816448e-08,1.0
max_max_max_comm,0,7,0.0,30.0,7,0.125,0,1,270.42857142857144,1230.0,0.0,0.00018878370468572813,0.00025206761843656956,1.5331455226097226e-07,-0.0,7,0.0,0.0,0,66,0,1649,-0.23584761258647716,0.0,1,-0.0,0.0,0.0,0.0,6.0,26.0,-1.0,-1.0,0.0,0.0,4.0,4.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
minDefault,1,0,4.0,0.0,1,2.0,1,0,25.0,25.0,0.15,0.00019274260164688114,0.00013336990030734743,-0.0,5.516472141112341e-10,1,0.0,1.8333333333333333,0,0,3,1649,-0.44052056047969745,0.0,1,-0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,1.0,3.0,0.0,0.0,9.0,9.0,0.5,0.5623351446188083,2.0
min_def',2,0,12.0,0.0,2,3.0,1,0,65.5,66.0,0.15,0.0001893924788969588,0.00013336990030734743,-0.0,9.094465016474031e-09,2,0.0,3.6666666666666665,0,0,6,1649,-0.40640840249749405,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,12.0,0.0,0.0,32.0,32.0,0.07692307692307693,2.172326580816448e-08,6.0
min_le_left,1,0,1.0,0.0,1,2.0,1,0,40.0,40.0,0.8,0.0002421205239382335,0.00013336990030734743,-0.0,8.976172636758526e-14,1,0.0,53.76666666666679,0,0,190,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,7.0,7.0,0.5,2.172326580816448e-08,1.0
min_le_right,1,0,1.0,0.0,1,2.0,1,0,40.0,40.0,0.8,0.0002421205239382335,0.00013336990030734743,-0.0,8.976172636758526e-14,1,0.0,53.76666666666679,0,0,190,1649,-0.44052056047969745,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,6.0,6.0,0.5,2.172326580816448e-08,1.0
min_min_min_comm,0,7,0.0,30.0,7,0.125,0,1,273.0,1230.0,0.0,0.00018878370468572813,0.00025126774977505737,1.5795259139927705e-07,-0.0,7,0.0,0.0,0,71,0,1649,-0.23584761258647716,0.0,1,-0.0,0.0,0.0,0.0,6.0,26.0,-1.0,-1.0,0.0,0.0,4.0,4.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mt,4,0,4.0,0.0,4,5.0,1,0,27.25,66.0,0.05,0.00020232527338015613,0.00013336990030734743,-0.0,3.7859507032338614e-07,4,0.0,4.0,0,0,4,922,-0.508694764776473,0.625,3,1.0397207708399179,0.5,0.0,0.0,0.0,0.0,-1.0,-1.0,4.0,4.0,0.0,0.0,7.0,9.75,0.2,2.172326580816448e-08,1.0
mul_assoc,36,0,52.0,0.0,36,37.0,1,0,31.5,66.0,0.3,0.00021921796820124342,0.00013336990030734743,-0.0,1.93599625706704e-06,24,0.0,56.20000000000002,0,0,84,922,0.6071257898402791,0.44598765432098764,4,0.8528834663669824,0.2777777777777778,0.0,0.0,0.0,0.0,-1.0,-1.0,36.0,52.0,0.0,0.0,5.0,17.944444444444443,0.018867924528301886,2.172326580816448e-08,1.4444444444444444
mul_comm,42,0,59.0,0.0,42,43.0,1,0,32.023809523809526,67.0,0.3,0.00021094386056984678,0.00013336990030734743,-0.0,3.710753970351588e-06,25,0.0,50.78333333333334,0,0,63,922,1.2115285902576864,0.13492063492063489,3,0.3027839382791754,0.07142857142857142,0.0,0.0,0.0,0.0,-1.0,-1.0,42.0,59.0,0.0,0.0,11.0,16.547619047619047,0.016666666666666666,2.172326580816448e-08,1.4047619047619047
mul_comm_div,0,29,0.0,451.0,29,0.03333333333333333,0,1,194.72413793103448,1230.0,0.0,0.00018878370468572813,0.00017216444218674337,2.2422225516737784e-05,-0.0,25,0.0,0.0,0,37,0,922,0.3746631742951224,0.3995243757431628,2,0.5890026049647302,0.27586206896551724,0.0,0.0,13.0,28.0,-1.0,-1.0,0.0,0.0,29.0,423.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_div,0,23,0.0,243.0,23,0.041666666666666664,0,1,225.30434782608697,1230.0,0.0,0.00018878370468572813,0.0001726454170375717,1.500009112020519e-05,-0.0,22,0.0,0.0,0,23,0,922,0.14220055874996573,0.4234404536862004,2,0.6145033203107282,0.30434782608695654,0.0,0.0,11.0,20.0,-1.0,-1.0,0.0,0.0,23.0,223.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_div_assoc,4,0,4.0,0.0,4,5.0,1,0,20.75,26.0,0.1,0.00019440094789161094,0.00013336990030734743,-0.0,2.533010538994563e-09,4,0.0,6.5,0,0,9,922,-0.4157097185584103,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,4.0,4.0,0.0,0.0,11.0,14.5,0.2,2.172326580816448e-08,1.0
mul_div_assoc',0,13,0.0,41.0,13,0.07142857142857142,0,1,244.07692307692307,1230.0,0.0,0.00018878370468572813,0.00018823986553065625,2.497023673495165e-06,-0.0,11,0.0,0.0,0,13,0,922,-0.09026205679519095,0.2603550295857988,2,0.4293230219306162,0.15384615384615385,0.0,0.0,11.0,20.0,-1.0,-1.0,0.0,0.0,12.0,21.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_div_cancel,2,20,2.0,183.0,22,0.14285714285714285,0,0,233.5909090909091,1230.0,0.05,0.00019005794630879683,0.00023260720898302855,9.199562595338383e-06,1.148314497580011e-09,21,0.0,2.0,0,58,2,922,0.14220055874996573,0.4173553719008264,3,0.7088329479943613,0.2727272727272727,0.0,0.0,13.0,15.0,-1.0,-1.0,2.0,2.0,20.0,168.0,13.0,13.5,0.3333333333333333,2.172326580816448e-08,1.0
mul_div_cancel_left,3,27,3.0,222.0,30,0.14285714285714285,0,0,186.96666666666667,1230.0,0.1,0.0001905720909148441,0.00020940343010562667,1.1238040365075646e-05,1.804940827030941e-09,24,5.46448087431694e-06,4.0,0,56,5,922,0.5606332667312478,0.2866666666666666,3,0.533961612789336,0.16666666666666666,0.0,0.0,13.0,15.0,-1.0,-1.0,3.0,3.0,27.0,207.0,13.0,13.333333333333334,0.25,2.172326580816448e-08,1.0
mul_div_cancel_right,5,0,5.0,0.0,5,6.0,1,0,20.4,26.0,0.05,0.00020387817583019055,0.00013336990030734743,-0.0,1.6310746834466933e-09,5,0.0,5.0,0,0,5,922,-0.46220224166744167,0.48,2,0.6730116670092565,0.4,0.0,0.0,0.0,0.0,-1.0,-1.0,5.0,5.0,0.0,0.0,8.0,14.4,0.16666666666666666,2.172326580816448e-08,1.0
mul_div_div_cancel,0,23,0.0,403.0,23,0.041666666666666664,0,1,228.3913043478261,1230.0,0.0,0.00018878370468572813,0.0003819469940945304,2.0481614482572338e-05,-0.0,21,0.0,0.0,0,63,0,922,0.18869308185899705,0.4045368620037808,3,0.6915021980540986,0.2608695652173913,0.0,0.0,13.0,28.0,-1.0,-1.0,0.0,0.0,23.0,375.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_div_left_comm,0,27,0.0,359.0,27,0.03571428571428571,0,1,200.55555555555554,1230.0,0.0,0.00018878370468572813,0.0001623766891946091,1.822201732329896e-05,-0.0,25,0.0,0.0,0,36,0,922,0.32817065118609107,0.384087791495199,2,0.5722806988018472,0.25925925925925924,0.0,0.0,13.0,28.0,-1.0,-1.0,0.0,0.0,27.0,331.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_div_mul_comm,0,32,0.0,1082.0,32,0.030303030303030304,0,1,174.59375,1230.0,0.0,0.00018878370468572813,0.00022505229628737785,5.048979392225196e-05,-0.0,25,0.0,0.0,0,38,0,922,0.5606332667312478,0.341796875,2,0.5253213195155949,0.21875,0.0,0.0,13.0,41.0,-1.0,-1.0,0.0,0.0,32.0,1041.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_div_mul_left_eq_div,0,35,0.0,741.0,35,0.027777777777777776,0,1,162.4857142857143,1230.0,0.0,0.00018878370468572813,0.0002824755476335009,3.0187712329943397e-05,-0.0,25,0.0,0.0,0,35,0,922,0.7001108360583418,0.31999999999999984,2,0.5004024235381879,0.2,0.0,0.0,13.0,28.0,-1.0,-1.0,0.0,0.0,35.0,713.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_div_mul_right_eq_div,0,24,0.0,328.0,24,0.04,0,1,247.625,1230.0,0.0,0.00018878370468572813,0.00031087110292687937,1.5897040991946823e-05,-0.0,23,0.0,0.0,0,33,0,922,0.04921551253190305,0.5416666666666666,3,0.887694275799104,0.4166666666666667,0.0,0.0,12.0,24.0,-1.0,-1.0,0.0,0.0,24.0,304.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_div_right_comm,0,32,0.0,494.0,32,0.030303030303030304,0,1,179.78125,1230.0,0.0,0.00018878370468572813,0.0001757859628910087,2.4271673173277987e-05,-0.0,25,0.0,0.0,0,38,0,922,0.5141407436222164,0.375,2,0.5623351446188083,0.25,0.0,0.0,13.0,28.0,-1.0,-1.0,0.0,0.0,32.0,466.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_eq_left,5,20,5.0,173.0,25,0.2857142857142857,0,0,202.36,1230.0,0.1,0.00020176743525271928,0.0003105306643953707,2.3505292217652934e-05,5.632388820192647e-09,18,9.562841530054644e-06,7.0,1,20,9,922,0.14220055874996573,0.5247999999999999,3,0.9007243623687382,0.36,0.0,0.0,12.0,18.0,-1.0,-1.0,5.0,5.0,20.0,155.0,11.0,12.6,0.16666666666666666,2.172326580816448e-08,1.0
mul_eq_left._simp_1,0,13,0.0,37.0,13,0.07142857142857142,0,1,255.15384615384616,1230.0,0.0,0.00018878370468572813,0.00020911771016504644,5.492973882140644e-06,-0.0,12,0.0,0.0,0,22,0,922,-0.18324710301325361,0.47337278106508884,3,0.8305178252872478,0.3076923076923077,0.0,0.0,11.0,18.0,-1.0,-1.0,0.0,0.0,13.0,19.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_eq_of_eq_div,0,19,0.0,111.0,19,0.05,0,1,261.10526315789474,1230.0,0.0,0.00018878370468572813,0.00016195120435767441,6.593145667804042e-06,-0.0,18,0.0,0.0,0,19,0,1649,-0.23584761258647716,0.5263157894736843,3,0.8392695557891106,0.631578947368421,0.0,0.0,12.0,14.0,-1.0,-1.0,0.0,0.0,19.0,97.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_eq_of_eq_div',0,26,0.0,379.0,26,0.037037037037037035,0,1,204.0,1230.0,0.0,0.00018878370468572813,0.0001766826018899152,1.875124906528877e-05,-0.0,22,0.0,0.0,0,26,0,922,0.3746631742951224,0.3224852071005917,3,0.5857831289187342,0.19230769230769232,0.0,0.0,13.0,16.0,-1.0,-1.0,0.0,0.0,26.0,363.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_eq_of_eq_inv_mul,0,20,0.0,182.0,20,0.047619047619047616,0,1,253.7,1230.0,0.0,0.00018878370468572813,0.00015591101717276918,1.0635777061751136e-05,-0.0,19,0.0,0.0,0,47,0,922,0.04921551253190305,0.4600000000000001,3,0.8018185525433373,0.3,0.0,0.0,14.0,22.0,-1.0,-1.0,0.0,0.0,20.0,160.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_eq_of_eq_mul_inv,0,28,0.0,262.0,28,0.034482758620689655,0,1,211.5,1230.0,0.0,0.00018878370468572813,0.00017724672133450376,1.652905976559108e-05,-0.0,24,0.0,0.0,0,48,0,922,0.2816781280770597,0.471938775510204,3,0.7982042955798663,0.32142857142857145,0.0,0.0,14.0,22.0,-1.0,-1.0,0.0,0.0,28.0,240.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_eq_one_iff_eq_inv,5,27,5.0,244.0,32,0.21428571428571427,0,0,196.71875,1230.0,0.15,0.00019514112915143138,0.00020209039987763012,3.71051720041924e-05,3.360455355920861e-09,24,0.0,6.833333333333333,0,51,9,922,0.46764822051318505,0.439453125,3,0.7731496325577546,0.28125,0.0,0.0,18.0,22.0,-1.0,-1.0,5.0,5.0,26.0,222.0,9.0,12.2,0.16666666666666666,2.172326580816448e-08,1.0
mul_eq_one_iff_eq_inv',0,25,0.0,245.0,25,0.038461538461538464,0,1,238.32,1230.0,0.0,0.00018878370468572813,0.00034057989390641767,1.9065973458381532e-05,-0.0,24,0.0,0.0,0,68,0,922,0.09570803564093439,0.56,3,0.9502705392332347,0.4,0.0,0.0,18.0,22.0,-1.0,-1.0,0.0,0.0,25.0,223.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_eq_one_iff_inv_eq,2,27,2.0,236.0,29,0.10714285714285714,0,0,208.41379310344828,1230.0,0.05,0.0001929998164561229,0.0004249222282344936,1.834411033369328e-05,1.0394982962199416e-09,24,0.0,2.0,0,66,2,922,0.32817065118609107,0.47562425683709864,3,0.8325712617888918,0.3103448275862069,0.0,0.0,18.0,22.0,-1.0,-1.0,2.0,2.0,27.0,214.0,9.0,11.0,0.3333333333333333,2.172326580816448e-08,1.0
mul_eq_one_iff_inv_eq',0,25,0.0,245.0,25,0.038461538461538464,0,1,238.44,1230.0,0.0,0.00018878370468572813,0.00019423984472427528,1.9065973521533608e-05,-0.0,24,0.0,0.0,0,55,0,922,0.09570803564093439,0.56,3,0.9502705392332347,0.4,0.0,0.0,18.0,22.0,-1.0,-1.0,0.0,0.0,25.0,223.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_eq_right,4,20,4.0,173.0,24,0.23809523809523808,0,0,209.20833333333334,1230.0,0.1,0.00020142687583843663,0.00030838518258237695,2.351367806862577e-05,2.356754914813546e-09,17,0.0,5.5,1,20,7,922,0.09570803564093439,0.5381944444444444,3,0.9191738293819783,0.375,0.0,0.0,12.0,18.0,-1.0,-1.0,4.0,4.0,20.0,155.0,11.0,12.0,0.2,2.172326580816448e-08,1.0
mul_eq_right._simp_1,0,13,0.0,37.0,13,0.07142857142857142,0,1,255.07692307692307,1230.0,0.0,0.00018878370468572813,0.00022181514093956302,5.4929737930511945e-06,-0.0,12,0.0,0.0,0,22,0,922,-0.18324710301325361,0.47337278106508884,3,0.8305178252872478,0.3076923076923077,0.0,0.0,11.0,18.0,-1.0,-1.0,0.0,0.0,13.0,19.0,-1.0,-1.0,1.0,0.6931471805599453,0.0
mul_inv,1,27,1.0,283.0,28,0.07142857142857142,0,0,192.57142857142858,1230.0,0.1,0.00018882992161317627,0.000160696994039203,1.2277086222167316e-05,1.7513266203145333e-07,25,6.847720393880877e-06,1.5,0,47,2,922,0.32817065118609107,0.42602040816326525,3,0.7059182060870963,0.2857142857142857,0.0,0.0,14.0,33.0,-1.0,-1.0,1.0,1.0,27.0,250.0,22.0,22.0,0.5,2.172326580816448e-08,1.0
mul_inv_cancel,6,0,6.0,0.0,6,7.0,1,0,31.5,36.0,0.15,0.0001916061756713569,0.00013336990030734743,-0.0,5.936504695351781e-09,6,0.0,6.833333333333333,0,0,8,922,-0.32272467234034763,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,6.0,6.0,0.0,0.0,14.0,17.333333333333332,0.14285714285714285,2.172326580816448e-08,1.0
mul_inv_cancel_comm_assoc,2,0,2.0,0.0,2,3.0,1,0,32.5,35.0,0.2,0.00018942860984659624,0.00013336990030734743,-0.0,1.892041114099232e-09,2,0.0,3.0833333333333335,0,0,5,922,-0.508694764776473,0.0,1,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0,0.0,0.0,16.0,17.0,0.3333333333333333,2.172326580816448e-08,1.0
mul_inv_cancel_left,8,0,8.0,0.0,8,9.0,1,0,22.75,34.0,0.15,0.0002045783000721154,0.00013336990030734743,-0.0,4.066855766315418e-09,8,0.0,8.833333333333332,0,0,10,922,-0.2762321492313163,0.21875,2,0.37677016125643675,0.125,0.0,0.0,0.0,0.0,-1.0,-1.0,8.0,8.0,0.0,0.0,8.0,14.375,0.1111111111111111,2.172326580816448e-08,1.0
